order_id,product_id,customer_id,quantity_ordered,price_each
116,18,20,1,30.0
117,9,32,2,30.0
118,16,3,4,30.0
119,16,47,4,20.0
120,14,46,4,90.0
121,2,16,2,60.0
122,18,28,4,10.0
123,6,19,4,90.0
124,2,29,4,50.0
125,15,34,3,40.0
126,1,29,1,50.0
127,4,36,1,80.0
128,9,29,1,60.0
129,18,31,4,10.0
130,7,3,4,10.0
131,4,18,1,70.0
132,5,47,2,70.0
133,18,8,3,60.0
134,17,44,1,60.0
135,4,16,3,50.0
136,5,12,3,30.0
137,4,48,2,40.0
138,19,49,2,10.0
139,1,26,3,40.0
140,2,17,3,70.0
141,3,18,2,90.0
142,19,16,1,40.0
143,12,27,2,70.0
144,2,3,1,50.0
145,20,26,1,90.0
146,8,30,1,30.0
147,16,38,4,90.0
148,20,31,3,70.0
149,19,11,3,30.0
150,17,43,3,20.0
151,7,18,4,60.0
152,7,23,2,20.0
153,14,13,4,80.0
154,7,16,3,20.0
155,14,31,2,90.0
156,16,20,2,20.0
157,13,19,2,40.0
158,1,29,1,90.0
159,16,37,1,80.0
160,9,46,4,40.0
161,3,29,3,10.0
162,8,23,3,20.0
163,1,28,3,40.0
164,8,46,2,70.0
165,9,26,2,70.0
166,17,16,3,90.0
167,15,20,3,10.0
168,10,49,3,70.0
169,8,24,1,40.0
170,14,11,4,10.0
171,5,16,2,40.0
172,4,2,1,70.0
173,7,3,1,70.0
174,18,31,4,80.0
175,15,15,1,70.0
176,1,28,2,50.0
177,19,50,2,40.0
178,4,37,2,30.0
179,16,49,3,50.0
180,4,16,3,80.0
181,5,29,4,50.0
182,18,36,3,30.0
183,9,43,1,40.0
184,16,4,1,20.0
185,2,7,3,60.0
186,14,27,4,50.0
187,20,17,1,30.0
188,10,24,2,90.0
189,18,21,2,70.0
190,17,45,3,40.0
191,12,8,3,20.0
192,17,15,1,60.0
193,18,1,3,30.0
194,15,15,3,20.0
195,4,38,3,60.0
196,11,6,4,20.0
197,9,22,2,30.0
198,3,10,4,90.0
199,8,40,3,40.0
200,6,36,4,90.0
201,18,7,1,60.0
202,6,39,3,50.0
203,12,13,4,70.0
204,13,50,1,30.0
205,17,7,2,30.0
206,16,30,2,50.0
207,11,46,4,40.0
208,10,9,2,10.0
209,3,47,3,30.0
210,20,10,4,70.0
211,10,37,1,70.0
212,15,26,4,50.0
213,13,26,3,20.0
214,9,50,2,80.0
215,12,23,4,40.0
216,1,14,3,30.0
217,10,9,2,10.0
218,11,44,1,80.0
219,5,47,4,20.0
220,15,48,1,10.0
221,13,44,1,90.0
222,9,10,4,10.0
223,9,46,4,90.0
224,13,46,1,40.0
225,13,49,4,50.0
226,8,24,1,40.0
227,5,45,2,10.0
228,8,36,2,10.0
229,14,3,2,30.0
230,6,16,3,70.0
231,7,35,1,60.0
232,8,2,2,10.0
233,4,9,3,10.0
234,12,1,4,60.0
235,7,38,4,30.0
236,3,18,1,70.0
237,4,10,1,50.0
238,10,22,3,30.0
239,15,13,2,30.0
240,3,1,2,10.0
241,10,49,3,20.0
242,15,44,2,30.0
243,11,22,3,90.0
244,4,14,2,50.0
245,20,21,2,10.0
246,2,40,3,70.0
247,19,22,3,70.0
248,16,28,2,40.0
249,3,42,2,80.0
250,19,28,2,70.0
251,20,29,2,80.0
252,3,38,1,30.0
253,18,12,1,20.0
254,8,3,1,90.0
255,16,3,3,30.0
256,20,35,2,10.0
257,7,42,1,60.0
258,11,46,1,90.0
259,13,20,3,20.0
260,3,2,2,70.0
261,6,40,2,70.0
262,6,2,3,10.0
263,3,28,3,60.0
264,13,38,3,60.0
265,2,41,3,50.0
266,19,46,3,60.0
267,12,21,1,80.0
268,5,15,2,40.0
269,20,32,4,40.0
270,11,24,2,50.0
271,5,11,4,70.0
272,17,31,2,30.0
273,3,23,4,70.0
274,18,25,3,40.0
275,14,4,2,10.0
276,18,30,4,80.0
277,5,25,3,50.0
278,9,28,3,80.0
279,19,47,1,90.0
280,1,24,4,80.0
281,17,41,2,90.0
282,3,13,1,40.0
283,6,49,2,70.0
284,5,48,1,20.0
285,1,30,2,70.0
286,2,45,2,70.0
287,8,30,4,20.0
288,9,22,4,90.0
289,19,22,3,20.0
290,7,27,1,60.0
291,4,50,3,30.0
292,19,25,2,90.0
293,4,19,1,40.0
294,13,22,4,40.0
295,14,32,4,90.0
296,13,23,1,20.0
297,5,46,3,20.0
298,16,6,2,20.0
299,17,47,2,70.0
300,3,32,2,90.0
301,4,38,2,40.0
302,7,11,1,20.0
303,5,6,3,90.0
304,14,42,3,30.0
305,18,31,4,70.0
306,1,50,4,10.0
307,19,45,4,20.0
308,6,28,4,30.0
309,18,49,3,50.0
310,16,42,2,20.0
311,6,12,1,10.0
312,19,21,3,30.0
313,18,6,4,40.0
314,16,40,3,70.0
315,14,23,2,50.0
316,2,42,3,70.0
317,20,7,3,80.0
318,12,38,3,60.0
319,4,35,2,40.0
320,13,17,3,10.0
321,6,6,1,90.0
322,1,16,2,70.0
323,18,30,3,30.0
324,6,38,3,10.0
325,8,44,4,70.0
326,5,41,1,20.0
327,4,35,2,20.0
328,9,38,3,30.0
329,16,21,1,40.0
330,10,6,1,30.0
331,6,30,3,10.0
332,10,39,3,70.0
333,20,21,2,70.0
334,7,10,1,20.0
335,4,50,3,10.0
336,3,41,4,30.0
337,1,32,2,40.0
338,10,34,3,30.0
339,10,47,3,70.0
340,2,24,4,80.0
341,20,45,4,50.0
342,14,38,2,30.0
343,9,4,1,90.0
344,10,8,3,10.0
345,2,19,4,20.0
346,9,42,4,80.0
347,12,9,4,30.0
348,10,20,1,20.0
349,16,29,3,50.0
350,3,37,2,70.0
351,5,15,1,70.0
352,7,26,4,30.0
353,18,38,3,40.0
354,8,3,1,60.0
355,6,34,1,10.0
356,8,43,4,10.0
357,14,43,4,50.0
358,19,20,4,80.0
359,8,8,1,60.0
360,5,24,2,40.0
361,14,13,4,20.0
362,12,29,3,30.0
363,17,35,2,50.0
364,19,17,4,70.0
365,10,39,1,60.0
366,12,25,3,80.0
367,7,10,1,90.0
368,16,19,4,30.0
369,1,30,2,80.0
370,7,46,3,60.0
371,1,12,2,70.0
372,11,20,4,40.0
373,17,41,4,10.0
374,20,9,2,90.0
375,15,26,1,60.0
376,17,35,3,90.0
377,15,42,2,10.0
378,10,25,2,60.0
379,4,35,2,80.0
380,9,5,1,70.0
381,2,8,4,10.0
382,9,30,4,10.0
383,3,25,1,40.0
384,18,16,1,10.0
385,17,31,3,90.0
386,18,17,1,60.0
387,6,40,2,30.0
388,2,20,1,30.0
389,1,21,3,10.0
390,13,31,3,70.0
391,19,20,3,80.0
392,14,7,1,90.0
393,7,7,1,70.0
394,11,27,4,90.0
395,10,7,1,60.0
396,12,21,1,20.0
397,6,44,2,30.0
398,11,20,4,90.0
399,16,29,3,40.0
400,15,10,2,70.0
401,19,49,4,90.0
402,4,19,1,10.0
403,11,20,4,40.0
404,16,16,1,50.0
405,16,25,4,20.0
406,16,33,2,50.0
407,13,37,3,90.0
408,11,13,1,30.0
409,18,39,4,90.0
410,17,47,1,50.0
411,1,15,4,50.0
412,13,21,2,80.0
413,7,12,1,20.0
414,5,38,2,90.0
415,18,7,2,70.0
416,15,32,2,70.0
417,16,3,1,90.0
418,7,13,3,10.0
419,9,33,4,50.0
420,17,6,4,50.0
421,1,5,4,10.0
422,10,13,4,40.0
423,1,6,4,10.0
424,4,11,2,70.0
425,2,10,4,90.0
426,11,3,2,90.0
427,12,8,2,50.0
428,4,9,1,60.0
429,17,23,1,20.0
430,17,27,2,60.0
431,7,17,3,90.0
432,1,15,2,10.0
433,1,40,3,30.0
434,17,24,4,30.0
435,15,44,1,40.0
436,7,42,2,10.0
437,20,18,3,50.0
438,9,33,4,20.0
439,13,4,3,60.0
440,6,28,4,80.0
441,5,40,4,50.0
442,12,1,3,40.0
443,9,5,4,60.0
444,2,47,3,70.0
445,2,41,3,20.0
446,12,5,2,40.0
447,9,26,2,20.0
448,6,1,2,80.0
449,15,50,1,10.0
450,7,32,1,40.0
451,13,37,3,50.0
452,9,21,4,30.0
453,9,27,4,10.0
454,16,6,1,40.0
455,19,6,2,70.0
456,14,43,1,50.0
457,5,4,2,40.0
458,17,15,1,30.0
459,20,5,1,80.0
460,16,2,2,80.0
461,19,13,1,50.0
462,4,13,3,20.0
463,17,47,2,40.0
464,17,1,2,90.0
465,1,25,2,90.0
466,2,13,2,30.0
467,2,39,4,80.0
468,5,11,1,40.0
469,18,49,4,40.0
470,4,43,1,60.0
471,4,6,1,20.0
472,10,14,2,80.0
473,15,11,1,90.0
474,6,14,2,30.0
475,5,17,4,50.0
476,4,2,2,50.0
477,11,9,3,90.0
478,5,7,3,60.0
479,9,2,3,70.0
480,1,21,1,20.0
481,17,3,3,90.0
482,8,16,1,50.0
483,19,13,3,10.0
484,6,8,3,70.0
485,3,43,4,20.0
486,15,12,1,50.0
487,15,11,2,70.0
488,6,33,1,50.0
489,17,37,1,10.0
490,6,25,4,40.0
491,5,23,4,30.0
492,17,10,4,10.0
493,8,37,3,70.0
494,2,42,4,80.0
495,2,11,3,40.0
496,1,21,2,20.0
497,9,15,4,10.0
498,10,29,4,40.0
499,16,28,4,30.0
500,3,11,4,50.0
501,17,27,1,50.0
502,20,14,4,40.0
503,3,2,4,70.0
504,10,22,4,80.0
505,20,8,2,20.0
506,9,14,2,30.0
507,5,5,1,40.0
508,14,45,3,20.0
509,16,31,2,30.0
510,17,39,1,90.0
511,12,26,2,70.0
512,14,38,2,70.0
513,19,13,1,50.0
514,3,14,2,50.0
515,18,33,1,10.0
516,17,27,2,30.0
517,13,19,1,60.0
518,3,46,2,10.0
519,18,37,4,60.0
520,17,5,3,60.0
521,4,47,1,50.0
522,18,48,3,20.0
523,7,28,4,80.0
524,13,42,3,90.0
525,5,49,3,90.0
526,13,50,4,50.0
527,16,38,1,50.0
528,14,37,2,30.0
529,8,14,2,10.0
530,3,23,3,30.0
531,18,23,1,80.0
532,18,41,4,80.0
533,13,40,3,60.0
534,14,35,4,70.0
535,16,4,1,10.0
536,8,5,4,10.0
537,20,42,3,50.0
538,9,21,1,40.0
539,4,40,2,50.0
540,10,23,1,70.0
541,1,10,2,20.0
542,16,2,2,60.0
543,8,32,2,30.0
544,7,44,4,30.0
545,18,1,4,90.0
546,1,3,1,80.0
547,8,30,1,90.0
548,11,40,2,40.0
549,12,42,4,50.0
550,2,6,1,20.0
551,9,1,3,60.0
552,8,35,4,60.0
553,8,40,1,80.0
554,11,27,1,80.0
555,1,50,2,50.0
556,2,27,2,90.0
557,19,32,4,50.0
558,4,49,2,50.0
559,11,10,3,40.0
560,20,42,3,90.0
561,19,30,2,70.0
562,20,45,3,10.0
563,14,19,4,60.0
564,9,13,2,10.0
565,13,42,3,50.0
566,4,7,1,10.0
567,14,35,3,40.0
568,2,37,4,10.0
569,15,32,2,90.0
570,14,10,2,80.0
571,2,32,2,60.0
572,19,36,4,70.0
573,16,18,2,20.0
574,14,13,1,50.0
575,9,16,2,30.0
576,10,14,1,50.0
577,6,11,1,70.0
578,15,40,1,20.0
579,20,19,1,20.0
580,9,9,4,60.0
581,4,27,1,50.0
582,12,29,4,90.0
583,9,16,1,90.0
584,7,12,3,50.0
585,11,8,1,30.0
586,18,31,3,50.0
587,7,43,2,40.0
588,1,19,1,60.0
589,1,23,4,30.0
590,7,5,4,40.0
591,2,46,3,70.0
592,5,34,1,20.0
593,1,26,2,40.0
594,3,18,4,40.0
595,19,1,1,20.0
596,1,28,3,40.0
597,5,37,3,20.0
598,9,31,1,50.0
599,4,50,4,50.0
600,7,41,4,80.0
601,13,13,1,20.0
602,2,43,4,50.0
603,17,21,1,50.0
604,11,8,2,90.0
605,3,14,3,90.0
606,17,9,3,80.0
607,18,2,2,70.0
608,16,22,2,60.0
609,18,48,3,30.0
610,18,32,2,50.0
611,4,37,3,80.0
612,16,12,2,80.0
613,20,31,2,10.0
614,4,36,4,20.0
615,14,26,2,10.0
616,20,23,1,60.0
617,10,1,3,50.0
618,17,37,1,40.0
619,16,45,3,70.0
620,12,48,2,10.0
621,16,33,3,90.0
622,1,44,3,80.0
623,2,12,1,90.0
624,9,39,4,40.0
625,15,3,2,70.0
626,3,9,1,40.0
627,20,13,1,40.0
628,13,27,1,70.0
629,11,11,2,60.0
630,13,35,2,30.0
631,5,43,3,40.0
632,3,27,4,10.0
633,6,42,1,40.0
634,1,48,1,20.0
635,17,21,3,30.0
636,2,46,4,40.0
637,5,8,2,80.0
638,13,34,4,60.0
639,5,24,2,80.0
640,20,25,4,20.0
641,3,8,4,40.0
642,3,36,3,60.0
643,16,15,2,10.0
644,4,47,1,60.0
645,7,11,4,80.0
646,15,23,1,30.0
647,16,1,1,20.0
648,20,50,4,60.0
649,4,39,4,20.0
650,19,9,3,90.0
651,3,15,4,30.0
652,7,41,1,90.0
653,12,39,4,90.0
654,8,42,3,80.0
655,7,8,4,30.0
656,11,38,4,50.0
657,15,50,1,40.0
658,13,44,4,90.0
659,13,13,2,30.0
660,8,22,3,80.0
661,20,22,3,90.0
662,7,29,2,20.0
663,4,50,4,20.0
664,7,35,2,90.0
665,6,18,2,70.0
666,11,50,1,80.0
667,20,43,1,30.0
668,15,31,2,50.0
669,2,11,1,60.0
670,16,20,4,70.0
671,19,40,4,60.0
672,14,29,3,20.0
673,2,39,1,30.0
674,9,20,4,70.0
675,11,25,3,10.0
676,11,33,3,30.0
677,11,3,1,90.0
678,4,1,2,20.0
679,12,13,3,70.0
680,20,3,3,80.0
681,15,8,3,40.0
682,3,1,4,40.0
683,4,32,1,20.0
684,1,27,1,10.0
685,12,39,1,30.0
686,12,21,4,50.0
687,3,43,2,80.0
688,17,7,3,30.0
689,9,15,1,50.0
690,6,16,1,50.0
691,19,34,2,40.0
692,7,21,2,40.0
693,19,26,4,90.0
694,4,43,2,90.0
695,17,37,4,20.0
696,12,40,2,50.0
697,14,33,2,80.0
698,1,22,1,40.0
699,6,5,2,80.0
700,14,43,4,90.0
701,16,23,3,40.0
702,20,2,4,80.0
703,20,10,3,30.0
704,6,5,4,70.0
705,18,44,3,40.0
706,5,24,3,90.0
707,20,34,1,10.0
708,9,19,2,70.0
709,7,45,4,60.0
710,16,35,2,70.0
711,6,16,4,30.0
712,9,29,3,10.0
713,13,43,4,50.0
714,15,29,1,60.0
715,4,21,3,90.0
716,7,10,3,70.0
717,15,50,2,50.0
718,9,33,2,60.0
719,16,49,2,90.0
720,12,7,4,90.0
721,10,39,3,20.0
722,1,37,1,50.0
723,2,12,4,90.0
724,12,13,4,20.0
725,12,42,4,40.0
726,19,8,3,50.0
727,20,14,3,90.0
728,10,30,4,70.0
729,7,37,3,50.0
730,11,2,1,20.0
731,3,35,4,20.0
732,16,41,3,40.0
733,6,25,4,40.0
734,19,18,4,80.0
735,14,11,2,70.0
736,4,19,2,10.0
737,18,33,4,60.0
738,17,23,4,60.0
739,4,15,1,10.0
740,10,44,3,70.0
741,9,8,4,40.0
742,16,39,1,90.0
743,14,45,2,60.0
744,4,28,3,50.0
745,10,30,2,30.0
746,18,22,1,50.0
747,19,7,1,70.0
748,20,31,2,80.0
749,13,37,4,40.0
750,12,6,2,70.0
751,6,11,2,20.0
752,13,15,4,20.0
753,5,30,2,10.0
754,20,6,2,60.0
755,9,4,3,10.0
756,18,9,4,10.0
757,6,28,1,30.0
758,15,19,3,10.0
759,19,30,2,70.0
760,4,39,4,90.0
761,18,41,1,80.0
762,10,49,2,30.0
763,8,33,2,30.0
764,7,1,3,60.0
765,13,18,3,70.0
766,17,40,4,40.0
767,7,4,1,70.0
768,18,45,3,70.0
769,15,28,1,70.0
770,5,36,4,40.0
771,13,1,2,10.0
772,18,40,1,90.0
773,1,47,2,40.0
774,13,34,1,70.0
775,3,2,3,60.0
776,1,7,1,80.0
777,9,14,4,30.0
778,8,15,3,20.0
779,7,30,3,80.0
780,19,12,1,80.0
781,7,26,4,70.0
782,4,47,4,50.0
783,6,13,2,20.0
784,18,49,4,40.0
785,13,49,4,80.0
786,2,44,3,40.0
787,17,44,2,50.0
788,12,6,3,10.0
789,6,19,3,10.0
790,14,40,2,80.0
791,3,11,2,70.0
792,19,34,4,80.0
793,3,12,4,40.0
794,4,44,4,80.0
795,12,9,4,80.0
796,12,13,3,10.0
797,15,5,1,90.0
798,8,49,1,70.0
799,1,33,1,90.0
800,9,30,1,60.0
801,4,38,2,30.0
802,2,31,4,90.0
803,6,47,2,60.0
804,6,47,3,40.0
805,17,4,1,50.0
806,9,32,3,30.0
807,3,12,4,70.0
808,18,3,4,10.0
809,3,43,1,60.0
810,9,36,1,70.0
811,5,38,2,60.0
812,16,10,1,20.0
813,11,43,2,90.0
814,17,7,3,10.0
815,10,26,4,10.0
816,1,13,1,10.0
817,7,2,2,70.0
818,14,44,3,60.0
819,9,26,3,90.0
820,20,41,2,30.0
821,1,2,2,30.0
822,8,32,4,40.0
823,8,34,1,70.0
824,7,27,3,70.0
825,2,30,4,40.0
826,18,15,2,90.0
827,14,7,2,60.0
828,8,24,4,30.0
829,17,22,2,40.0
830,6,30,1,50.0
831,11,31,1,90.0
832,8,15,1,30.0
833,6,38,2,90.0
834,17,28,1,10.0
835,6,28,3,90.0
836,19,38,4,70.0
837,3,1,3,50.0
838,12,36,2,40.0
839,14,31,3,90.0
840,17,31,2,80.0
841,18,9,3,50.0
842,4,32,3,40.0
843,5,13,4,10.0
844,12,17,3,70.0
845,4,5,3,60.0
846,11,49,3,70.0
847,10,45,3,70.0
848,14,17,3,50.0
849,3,41,3,10.0
850,6,21,1,80.0
851,7,35,2,90.0
852,4,14,1,40.0
853,6,42,2,20.0
854,1,35,4,90.0
855,7,3,3,70.0
856,14,21,3,90.0
857,4,44,2,20.0
858,18,20,4,90.0
859,4,32,1,50.0
860,8,4,3,70.0
861,20,3,1,50.0
862,14,11,2,20.0
863,5,5,1,20.0
864,18,5,2,90.0
865,7,19,3,10.0
866,20,46,4,50.0
867,10,23,1,50.0
868,5,14,1,60.0
869,5,49,1,60.0
870,13,36,4,20.0
871,14,48,2,80.0
872,1,11,1,90.0
873,3,1,2,30.0
874,13,9,3,70.0
875,2,44,1,40.0
876,14,44,3,30.0
877,3,37,1,50.0
878,9,37,2,60.0
879,7,8,2,30.0
880,20,4,4,30.0
881,2,29,4,90.0
882,19,9,4,40.0
883,14,18,3,60.0
884,5,48,1,90.0
885,4,42,2,50.0
886,10,19,4,60.0
887,11,50,3,60.0
888,6,11,4,20.0
889,13,8,4,40.0
890,7,14,4,20.0
891,5,8,3,60.0
892,2,28,3,80.0
893,16,25,2,20.0
894,1,18,1,20.0
895,10,45,2,70.0
896,19,5,2,60.0
897,18,2,3,80.0
898,13,26,2,90.0
899,10,33,2,90.0
900,13,43,1,60.0
901,12,40,1,10.0
902,16,18,3,10.0
903,12,9,1,30.0
904,3,28,3,30.0
905,13,7,2,10.0
906,12,14,1,20.0
907,2,22,2,20.0
908,15,12,1,60.0
909,2,18,3,60.0
910,12,30,2,10.0
911,1,24,1,60.0
912,4,29,4,60.0
913,14,41,2,20.0
914,6,27,3,50.0
915,20,13,1,30.0
916,11,39,3,60.0
917,19,42,1,20.0
918,3,15,2,90.0
919,7,13,2,30.0
920,1,20,2,60.0
921,7,8,1,50.0
922,5,21,3,80.0
923,20,35,1,80.0
924,17,20,2,60.0
925,20,10,4,60.0
926,18,28,2,60.0
927,11,19,3,60.0
928,1,29,1,50.0
929,13,31,3,70.0
930,13,21,1,30.0
931,14,11,3,40.0
932,2,11,2,50.0
933,16,8,4,40.0
934,14,14,2,30.0
935,11,20,1,50.0
936,20,3,1,50.0
937,2,36,1,20.0
938,16,14,3,80.0
939,12,43,2,60.0
940,17,35,1,40.0
941,15,15,2,20.0
942,6,41,4,50.0
943,13,47,4,60.0
944,20,35,4,50.0
945,18,49,3,70.0
946,16,14,3,60.0
947,17,14,3,10.0
948,3,14,2,50.0
949,15,35,2,90.0
950,19,30,4,70.0
951,19,43,4,30.0
952,13,9,1,80.0
953,7,25,2,70.0
954,8,48,1,30.0
955,19,8,2,20.0
956,9,23,4,70.0
957,4,36,2,40.0
958,5,31,2,30.0
959,6,8,2,40.0
960,10,26,4,60.0
961,11,39,3,50.0
962,15,3,3,60.0
963,14,13,1,10.0
964,10,46,1,90.0
965,7,9,2,40.0
966,7,20,2,60.0
967,6,41,1,90.0
968,9,27,4,90.0
969,20,23,3,40.0
970,11,27,4,80.0
971,12,9,2,40.0
972,5,9,1,20.0
973,20,19,4,20.0
974,7,12,2,10.0
975,10,8,4,70.0
976,2,22,4,30.0
977,9,42,4,60.0
978,3,36,2,50.0
979,14,33,2,80.0
980,7,36,2,30.0
981,1,42,4,40.0
982,7,9,2,30.0
983,3,2,2,50.0
984,4,46,3,80.0
985,11,6,4,50.0
986,16,14,2,50.0
987,11,44,4,40.0
988,18,49,4,80.0
989,9,3,1,90.0
990,18,20,2,80.0
991,2,31,1,20.0
992,8,34,3,60.0
993,1,36,4,40.0
994,16,9,4,50.0
995,11,2,1,20.0
996,12,5,2,20.0
997,19,16,4,50.0
998,14,37,3,10.0
999,2,7,3,20.0
1000,4,26,4,10.0
1001,11,34,1,50.0
1002,20,45,4,30.0
1003,13,6,1,40.0
1004,6,10,3,30.0
1005,2,9,3,60.0
1006,16,47,4,50.0
1007,11,2,4,30.0
1008,15,50,1,90.0
1009,19,45,4,40.0
1010,9,8,3,60.0
1011,1,6,2,90.0
1012,9,16,1,70.0
1013,12,25,4,50.0
1014,14,27,4,70.0
1015,10,39,1,50.0
1016,16,49,2,60.0
1017,16,31,1,30.0
1018,11,33,3,10.0
1019,17,37,2,50.0
1020,13,7,2,70.0
1021,12,7,3,40.0
1022,7,12,1,60.0
1023,7,3,3,60.0
1024,2,28,2,60.0
1025,6,36,4,50.0
1026,11,46,4,70.0
1027,16,29,4,90.0
1028,13,40,4,90.0
1029,11,32,3,10.0
1030,20,32,4,70.0
1031,14,17,3,60.0
1032,13,29,2,60.0
1033,10,5,4,20.0
1034,7,8,1,90.0
1035,19,48,1,10.0
1036,17,3,2,10.0
1037,20,48,3,80.0
1038,16,31,1,10.0
1039,4,34,4,10.0
1040,1,19,2,30.0
1041,5,38,3,50.0
1042,14,23,3,20.0
1043,16,12,2,90.0
1044,2,16,4,60.0
1045,9,37,1,30.0
1046,1,47,1,50.0
1047,9,11,2,60.0
1048,1,48,4,60.0
1049,8,46,1,10.0
1050,4,33,1,50.0
1051,11,32,3,30.0
1052,13,2,2,70.0
1053,18,25,4,70.0
1054,4,39,3,20.0
1055,15,20,3,30.0
1056,4,12,1,60.0
1057,4,42,1,90.0
1058,19,45,3,70.0
1059,17,1,1,70.0
1060,5,26,3,70.0
1061,4,18,3,10.0
1062,13,23,3,30.0
1063,17,38,2,10.0
1064,10,50,3,50.0
1065,8,45,3,20.0
1066,14,8,4,70.0
1067,19,46,1,70.0
1068,1,26,1,80.0
1069,7,1,2,90.0
1070,8,14,3,80.0
1071,11,31,2,40.0
1072,20,48,1,40.0
1073,19,26,4,70.0
1074,7,1,4,70.0
1075,20,42,4,20.0
1076,8,25,4,70.0
1077,6,39,1,90.0
1078,2,21,1,80.0
1079,5,42,2,50.0
1080,14,30,1,40.0
1081,13,8,1,90.0
1082,4,46,1,40.0
1083,11,10,3,10.0
1084,12,24,1,10.0
1085,2,42,1,90.0
1086,5,30,4,50.0
1087,14,43,3,80.0
1088,12,28,1,20.0
1089,13,10,1,90.0
1090,11,49,1,90.0
1091,20,26,3,20.0
1092,12,39,3,30.0
1093,14,5,1,30.0
1094,14,16,3,80.0
1095,12,40,4,40.0
1096,18,41,2,70.0
1097,6,9,3,60.0
1098,20,14,3,60.0
1099,20,13,2,80.0
1100,14,47,4,80.0
1101,17,10,2,90.0
1102,4,44,1,20.0
1103,2,10,4,90.0
1104,3,19,4,80.0
1105,5,45,3,60.0
1106,15,46,2,40.0
1107,2,28,4,90.0
1108,7,16,1,80.0
1109,1,48,2,20.0
1110,19,14,2,80.0
1111,11,41,1,90.0
1112,19,17,1,10.0
1113,3,6,3,50.0
1114,17,6,4,50.0
1115,11,12,1,80.0
1116,15,4,4,80.0
1117,9,12,4,40.0
1118,3,40,1,80.0
1119,14,14,1,80.0
1120,5,12,4,30.0
1121,1,15,1,20.0
1122,20,50,4,80.0
1123,7,22,1,10.0
1124,7,8,2,30.0
1125,19,30,4,90.0
1126,10,8,3,50.0
1127,9,39,3,40.0
1128,9,27,4,10.0
1129,13,33,4,80.0
1130,2,22,3,50.0
1131,10,18,3,70.0
1132,2,16,3,70.0
1133,16,33,2,90.0
1134,13,37,4,70.0
1135,20,37,2,60.0
1136,4,29,3,90.0
1137,20,19,4,10.0
1138,11,33,3,20.0
1139,13,35,1,10.0
1140,17,40,1,80.0
1141,18,40,4,30.0
1142,11,5,2,40.0
1143,19,50,1,20.0
1144,6,31,4,40.0
1145,18,7,1,60.0
1146,19,34,4,50.0
1147,12,40,2,10.0
1148,17,29,3,50.0
1149,19,2,2,40.0
